fighter_id,fade_slope,fade_slope_dev,population_slope,slope_se,total_min_fought,min_past_10,n_fights,n_fights_reaching_r3,n_round_obs
3084,-0.014432802105567227,-0.021364848928549295,0.006932046822982068,0.11100287773839,16.7834,0.0,2,0,4
4835,-0.014313943961114243,-0.02124599078409631,0.006932046822982068,0.09841866007202443,99.8001,18.6,12,4,24
767,-0.01416908076063473,-0.021101127583616798,0.006932046822982068,0.10800226875751767,18.0833,5.0,2,1,4
5052,-0.0141546710082283,-0.02108671783121037,0.006932046822982068,0.10593816430357975,32.0333,8.05,3,2,7
2486,-0.014058255549442681,-0.02099030237242475,0.006932046822982068,0.10804161089711002,16.3166,4.383299999999998,2,1,4
2197,-0.013950700987386735,-0.020882747810368803,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
4489,-0.013903897766390855,-0.020835944589372924,0.006932046822982068,0.08690228353510623,107.9499,40.0,9,6,23
4531,-0.01385603254097726,-0.02078807936395933,0.006932046822982068,0.10144324021442261,62.55,18.8833,5,4,13
3623,-0.01384794103293616,-0.02077998785591823,0.006932046822982068,0.09648302834691393,116.7666,24.2666,11,7,26
988,-0.01380859963033693,-0.020740646453319,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
1058,-0.013712918515797593,-0.020644965338779662,0.006932046822982068,0.10681602450696713,45.7167,5.0,6,1,11
2966,-0.01365043340227971,-0.020582480225261778,0.006932046822982068,0.10782786045365003,26.7667,5.0,3,1,6
3954,-0.013609455399265794,-0.020541502222247862,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
2151,-0.013604530873784396,-0.020536577696766464,0.006932046822982068,0.10594029123580044,30.0,10.0,2,2,6
626,-0.013557534714804698,-0.020489581537786766,0.006932046822982068,0.09773646747545733,105.5667,25.0,10,5,22
1984,-0.01355394311869506,-0.020485989941677128,0.006932046822982068,0.11071651279247656,20.9167,0.0,4,0,5
202,-0.013493355657634837,-0.020425402480616906,0.006932046822982068,0.10065332984398685,72.5167,20.0,6,4,15
1249,-0.013490260771257725,-0.020422307594239793,0.006932046822982068,0.09945869141392931,83.6332,20.0,9,4,19
2462,-0.0134248684852121,-0.020356915308194168,0.006932046822982068,0.10813942996277978,22.3167,5.0,2,1,5
2916,-0.01339461060564063,-0.020326657428622698,0.006932046822982068,0.10758672033353908,20.7666,5.0,3,1,5
3673,-0.01337264735510988,-0.02030469417809195,0.006932046822982068,0.11084669131145737,12.45,0.0,3,0,4
3195,-0.013365992706192886,-0.020298039529174954,0.006932046822982068,0.09792836026085056,95.0,30.0,7,6,19
2397,-0.013354082577906504,-0.020286129400888572,0.006932046822982068,0.09688195332003037,105.0,35.0,7,7,21
958,-0.013339306015023616,-0.020271352838005685,0.006932046822982068,0.10576296974216606,37.35,9.05,3,2,8
4926,-0.01332489489534381,-0.02025694171832588,0.006932046822982068,0.10374599418513551,48.6667,10.0,7,2,12
1052,-0.013284289197175541,-0.02021633602015761,0.006932046822982068,0.10380474596768878,45.0,15.0,3,3,9
4892,-0.01326983563183878,-0.02020188245482085,0.006932046822982068,0.09519841274758695,136.7501,27.26665,14,6,30
1873,-0.013262784650655751,-0.02019483147363782,0.006932046822982068,0.08464504924280988,136.5164,34.15,17,5,31
385,-0.013224087486097387,-0.020156134309079456,0.006932046822982068,0.10555462085726924,37.15,10.0,3,2,8
2636,-0.013179783641794215,-0.020111830464776284,0.006932046822982068,0.09271286681249821,149.5001,40.0,13,8,32
1956,-0.013085941977348307,-0.020017988800330375,0.006932046822982068,0.10594029123580044,30.0,10.0,2,2,6
1219,-0.012998533290154095,-0.019930580113136163,0.006932046822982068,0.09920184055028532,93.3,16.46665,11,4,22
2822,-0.012998353496805552,-0.01993040031978762,0.006932046822982068,0.10798952592379607,17.9833,5.0,2,1,4
5048,-0.012921614890201237,-0.019853661713183306,0.006932046822982068,0.1043134392367498,42.6,12.600000000000001,3,3,9
809,-0.012914692430953854,-0.019846739253935923,0.006932046822982068,0.10802515782448138,18.2667,5.0,2,1,4
3968,-0.01286255792752922,-0.01979460475051129,0.006932046822982068,0.10672613520527101,43.7333,5.0,6,1,10
21888,-0.012820618199529246,-0.019752665022511315,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
1076,-0.012807604250161173,-0.019739651073143242,0.006932046822982068,0.1079352596124121,25.0,5.0,2,1,5
820,-0.012768973943396843,-0.01970102076637891,0.006932046822982068,0.1045208956476273,34.2833,10.0,4,2,8
4292,-0.012757564422682971,-0.01968961124566504,0.006932046822982068,0.10212546858324306,58.7833,18.7833,4,4,12
1241,-0.012731767049209562,-0.01966381387219163,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
1246,-0.012636605581199695,-0.019568652404181763,0.006932046822982068,0.11130774068309915,16.0666,0.0,3,0,4
23,-0.012592913486939503,-0.019524960309921572,0.006932046822982068,0.10752321832601977,34.0,5.0,3,1,7
902,-0.012588078756667443,-0.01952012557964951,0.006932046822982068,0.10594029123580044,30.0,10.0,2,2,6
726,-0.01256301745726959,-0.019495064280251658,0.006932046822982068,0.10752516594926989,23.8,5.0,3,1,6
3489,-0.012552825644328323,-0.019484872467310392,0.006932046822982068,0.10793001454707833,17.5333,5.0,2,1,4
2359,-0.012545806735473952,-0.01947785355845602,0.006932046822982068,0.10099934953845331,77.6334,19.5,6,4,16
1049,-0.01252367204952971,-0.01945571887251178,0.006932046822982068,0.10733500408873883,26.95,5.0,4,1,7
30,-0.012413652585645255,-0.019345699408627324,0.006932046822982068,0.10821234718503372,20.0,5.0,2,1,4
3671,-0.012413484907826521,-0.01934553173080859,0.006932046822982068,0.10139017266223585,67.9167,20.0,5,4,14
4685,-0.012389180553678731,-0.0193212273766608,0.006932046822982068,0.10363613354780604,60.4,6.36665,11,2,17
4753,-0.012300419564108444,-0.019232466387090513,0.006932046822982068,0.11123116632774835,17.4167,0.0,3,0,5
1676,-0.012267941866306455,-0.019199988689288523,0.006932046822982068,0.10193644174117426,59.4334,15.0,6,3,13
4290,-0.012235320484618124,-0.019167367307600193,0.006932046822982068,0.11039891612383011,19.9501,0.0,5,0,6
2146,-0.012217828075941385,-0.019149874898923454,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
1908,-0.012196026075046745,-0.019128072898028814,0.006932046822982068,0.10805047624187665,23.7,5.0,2,1,5
3308,-0.012185019365803806,-0.019117066188785874,0.006932046822982068,0.10553218561266724,37.95,10.0,3,2,8
122,-0.012170184237426912,-0.01910223106040898,0.006932046822982068,0.11110603722154996,15.9,0.0,2,0,4
2128,-0.012036575111766618,-0.018968621934748686,0.006932046822982068,0.10032377098932674,73.9501,20.0,7,4,16
469,-0.012016247923705248,-0.018948294746687317,0.006932046822982068,0.1072206389966725,30.3333,5.0,4,1,7
4343,-0.01199209152606093,-0.018924138349043,0.006932046822982068,0.10123639926655764,62.6167,19.5,5,4,13
4895,-0.01198192837112004,-0.01891397519410211,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
1936,-0.011969668414637438,-0.018901715237619507,0.006932046822982068,0.10515181483734282,43.4666,10.0,4,2,9
4189,-0.011891791750173693,-0.01882383857315576,0.006932046822982068,0.109347642659102,11.8333,1.8333000000000013,1,1,3
1067,-0.011884739690099871,-0.01881678651308194,0.006932046822982068,0.11121103005991109,12.6167,0.0,3,0,4
2170,-0.011854716973005087,-0.018786763795987156,0.006932046822982068,0.09746894730293452,87.55,25.0,9,5,19
4979,-0.01183848842667657,-0.01877053524965864,0.006932046822982068,0.10814667517254575,19.3333,5.0,2,1,4
3092,-0.01183079578142908,-0.018762842604411148,0.006932046822982068,0.1018816382514074,60.0,20.0,4,4,12
3540,-0.011823280128935798,-0.018755326951917867,0.006932046822982068,0.11175909743928565,2.35,0.0,1,0,1
4615,-0.01178319245405006,-0.018715239277032128,0.006932046822982068,0.10759072159645473,28.45,5.0,4,1,7
3913,-0.011741538392729678,-0.018673585215711747,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
2184,-0.011727257505702332,-0.0186593043286844,0.006932046822982068,0.10543185165857906,33.9,10.0,3,2,7
3990,-0.011656886104463957,-0.018588932927446025,0.006932046822982068,0.10380474596768878,45.0,15.0,3,3,9
5059,-0.011656707769816813,-0.018588754592798882,0.006932046822982068,0.10723889683758894,29.1166,4.183299999999999,4,1,7
3341,-0.011524339493218766,-0.018456386316200835,0.006932046822982068,0.10284941895791797,46.6,15.0,4,3,10
3031,-0.011496009681816528,-0.018428056504798597,0.006932046822982068,0.07456036001761447,186.9333,75.0,12,9,38
969,-0.011481200775101744,-0.018413247598083812,0.006932046822982068,0.11164576089677086,6.6667000000000005,0.0,1,0,2
1970,-0.011410586977203083,-0.01834263380018515,0.006932046822982068,0.06073313159880476,336.3502,131.01665,24,15,71
4936,-0.01127702116691633,-0.0182090679898984,0.006932046822982068,0.10821234718503372,20.0,5.0,2,1,4
550,-0.011274286802595613,-0.01820633362557768,0.006932046822982068,0.10390695337883299,44.55,14.55,3,3,9
3664,-0.011273101729627245,-0.018205148552609313,0.006932046822982068,0.11119710772221139,14.9167,0.0,2,0,4
4051,-0.011252882158117403,-0.018184928981099472,0.006932046822982068,0.10757876185735725,23.05,5.0,3,1,6
48,-0.011229422430844321,-0.01816146925382639,0.006932046822982068,0.10976163478498978,43.9334,0.0,8,0,12
3932,-0.011212386298371967,-0.018144433121354036,0.006932046822982068,0.11097932863792058,20.5833,0.0,3,0,5
1771,-0.011210197540341867,-0.018142244363323935,0.006932046822982068,0.11177233114739427,2.5167,0.0,1,0,1
123,-0.011168477858795874,-0.018100524681777943,0.006932046822982068,0.07385887682393505,259.35,91.2,19,15,54
2353,-0.01115553845075918,-0.018087585273741248,0.006932046822982068,0.10535176232130808,33.3167,10.0,3,2,7
553,-0.011139004806337366,-0.018071051629319435,0.006932046822982068,0.05778959159187445,325.3,150.65,19,12,67
3087,-0.011119181556932613,-0.018051228379914682,0.006932046822982068,0.09688195332003037,105.0,35.0,7,7,21
1913,-0.011104829258517187,-0.018036876081499256,0.006932046822982068,0.10784760138061115,16.95,5.0,2,1,4
3830,-0.011078649926209157,-0.018010696749191226,0.006932046822982068,0.08385603796866677,265.0,85.0,19,17,53
2576,-0.011065859355381662,-0.01799790617836373,0.006932046822982068,0.10677443022464796,28.9334,5.0,6,1,8
4921,-0.011043213577637219,-0.017975260400619288,0.006932046822982068,0.10479968431094953,35.6667,9.816650000000001,4,2,8
3000,-0.01102961677659827,-0.01796166359958034,0.006932046822982068,0.10334753202998134,52.8333,15.0,4,3,11
2276,-0.011024434042557412,-0.01795648086553948,0.006932046822982068,0.10332726136023741,53.6667,15.0,4,3,11
1111,-0.011012887103677201,-0.01794493392665927,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
2163,-0.010993390464739496,-0.017925437287721564,0.006932046822982068,0.10725632863817369,26.4667,5.0,3,1,6
1687,-0.01098363691952893,-0.017915683742511,0.006932046822982068,0.10815937916690131,21.9,5.0,2,1,5
588,-0.01097050036265974,-0.01790254718564181,0.006932046822982068,0.10798523071772641,17.95,5.0,2,1,4
734,-0.010940650898194283,-0.01787269772117635,0.006932046822982068,0.11134350972641104,9.8,0.0,2,0,3
1401,-0.010939869069337416,-0.017871915892319484,0.006932046822982068,0.10353098816070397,54.3501,11.86665,5,3,12
1821,-0.010922800257724099,-0.017854847080706168,0.006932046822982068,0.10781915269105614,22.9333,5.0,3,1,5
949,-0.010884262500472766,-0.017816309323454835,0.006932046822982068,0.08344576893582757,178.51670000000001,65.0,12,11,36
1391,-0.01086850431704622,-0.01780055114002829,0.006932046822982068,0.11131812483172875,12.4499,0.0,3,0,4
1732,-0.010798059782307402,-0.01773010660528947,0.006932046822982068,0.0991168214322838,88.8501,19.416649999999997,10,4,19
1030,-0.01078960440695802,-0.01772165122994009,0.006932046822982068,0.10286694073256189,46.7,15.0,4,3,10
1141,-0.010776635333751592,-0.01770868215673366,0.006932046822982068,0.07908413416386205,233.6,74.7,19,13,49
2831,-0.010711878256377663,-0.017643925079359732,0.006932046822982068,0.08595540176035939,238.7168,56.89995,23,12,52
2944,-0.01066902869883813,-0.0176010755218202,0.006932046822982068,0.10335646311086766,51.7167,15.0,4,3,11
2384,-0.010595798866836377,-0.017527845689818446,0.006932046822982068,0.10788364225685716,17.2,5.0,2,1,4
1121,-0.01050341708811144,-0.017435463911093508,0.006932046822982068,0.109086650783675,16.0333,1.7833000000000006,2,1,4
3369,-0.010496038610375999,-0.017428085433358068,0.006932046822982068,0.09811939249070205,101.3666,26.066599999999998,8,6,22
1173,-0.010461417925202558,-0.017393464748184626,0.006932046822982068,0.10305460038167293,47.8333,15.0,4,3,10
3964,-0.010431302861234427,-0.017363349684216496,0.006932046822982068,0.10811817421058166,19.0667,5.0,2,1,4
3258,-0.010296664219708613,-0.01722871104269068,0.006932046822982068,0.10841660915252965,15.2333,3.1999999999999993,2,1,4
1904,-0.010214701445449153,-0.01714674826843122,0.006932046822982068,0.0990371890789905,84.15,25.0,7,5,17
246,-0.010187686524865954,-0.017119733347848023,0.006932046822982068,0.11152014226801046,11.3333,0.0,2,0,3
694,-0.010173151839527605,-0.017105198662509674,0.006932046822982068,0.10510650239365776,39.7667,10.0,4,2,9
3758,-0.010103652060704477,-0.017035698883686546,0.006932046822982068,0.10896121657318597,18.4833,1.0833000000000013,3,1,5
3345,-0.010092381369345569,-0.017024428192327638,0.006932046822982068,0.10747564336817483,19.9834,5.0,3,1,5
2719,-0.01007661930624985,-0.01700866612923192,0.006932046822982068,0.10699408274016778,26.3833,5.0,4,1,7
3457,-0.01004855461673989,-0.016980601439721958,0.006932046822982068,0.10478412024658806,42.7167,10.0,4,2,9
3227,-0.010034546477943933,-0.016966593300926,0.006932046822982068,0.10555390861930752,37.1833,10.0,3,2,8
1570,-0.009947215191810955,-0.016879262014793023,0.006932046822982068,0.10331626339744832,57.6333,8.0,11,2,15
3564,-0.00993057385462277,-0.01686262067760484,0.006932046822982068,0.10054169109504472,80.2833,15.0,10,3,19
1454,-0.00986055542248735,-0.01679260224546942,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
5081,-0.00983978204656993,-0.016771828869552,0.006932046822982068,0.11105696167294439,15.0333,0.0,4,0,5
4395,-0.009823355987076197,-0.016755402810058266,0.006932046822982068,0.10594029123580044,30.0,10.0,2,2,6
4505,-0.009626429334010908,-0.016558476156992977,0.006932046822982068,0.10524168453891848,41.8167,10.0,4,2,9
1041,-0.009592816915436172,-0.01652486373841824,0.006932046822982068,0.08804155298339449,171.05,56.2667,13,11,36
4877,-0.009544096120169866,-0.016476142943151934,0.006932046822982068,0.09807673351763349,92.3167,28.35,7,6,19
443,-0.009517553667121675,-0.016449600490103744,0.006932046822982068,0.10615556372349458,29.55,6.51665,3,2,7
2820,-0.009484625657230648,-0.016416672480212717,0.006932046822982068,0.10046167549331318,66.2,20.0,6,4,14
3190,-0.009475048751748368,-0.016407095574730437,0.006932046822982068,0.1054236355835122,40.0,10.0,3,2,8
434,-0.009422058010983014,-0.016354104833965082,0.006932046822982068,0.09929437576433,90.0167,24.1833,7,5,19
2522,-0.009400630384665338,-0.016332677207647407,0.006932046822982068,0.09885129667023015,82.8,25.0,7,5,17
1223,-0.009383400421188761,-0.01631544724417083,0.006932046822982068,0.10272913947399147,67.7333,9.5,11,2,17
3358,-0.009275646262525809,-0.016207693085507877,0.006932046822982068,0.098950170488754,88.7667,25.0,7,5,18
4670,-0.00922670303713969,-0.01615874986012176,0.006932046822982068,0.10178267334702809,76.85,14.166649999999999,8,3,17
665,-0.009158086150770524,-0.016090132973752592,0.006932046822982068,0.09850165876547387,97.3166,21.95,9,5,22
2383,-0.009119785378119971,-0.01605183220110204,0.006932046822982068,0.10821234718503372,20.0,5.0,2,1,4
2568,-0.009077966289006874,-0.016010013111988942,0.006932046822982068,0.11165902707269401,1.25,0.0,1,0,1
2007,-0.009031591155486206,-0.015963637978468274,0.006932046822982068,0.10706979385555357,45.35,5.0,5,1,10
56,-0.00894079510848467,-0.01587284193146674,0.006932046822982068,0.10821234718503372,20.0,5.0,2,1,4
294,-0.008907281711194079,-0.015839328534176148,0.006932046822982068,0.1018816382514074,60.0,20.0,4,4,12
894,-0.008838500087813908,-0.015770546910795977,0.006932046822982068,0.09540001447269547,120.0,40.0,8,8,24
1727,-0.00882121705328242,-0.015753263876264488,0.006932046822982068,0.10629391277261045,63.5167,2.1332999999999984,10,1,16
1510,-0.008700022415695223,-0.01563206923867729,0.006932046822982068,0.10813911681298483,22.9333,2.7833000000000006,3,1,6
1434,-0.008620783507742438,-0.015552830330724505,0.006932046822982068,0.11084040588704311,21.9667,0.0,4,0,7
2769,-0.008611522899923705,-0.015543569722905772,0.006932046822982068,0.10608941720689559,29.4167,9.416649999999999,2,2,6
599,-0.008605719936268786,-0.015537766759250855,0.006932046822982068,0.10776450202732006,16.4,5.0,2,1,4
4849,-0.008596502184204883,-0.015528549007186952,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
2654,-0.008592196024629437,-0.015524242847611504,0.006932046822982068,0.10800834461825426,24.2167,5.0,2,1,5
1300,-0.00857167993118373,-0.015503726754165796,0.006932046822982068,0.11103548158733971,18.7333,0.0,5,0,6
1271,-0.00855399045047521,-0.015486037273457277,0.006932046822982068,0.10738982908183745,35.15,3.933299999999999,5,1,9
4052,-0.008520056855768579,-0.015452103678750648,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
2594,-0.008482613713486947,-0.015414660536469015,0.006932046822982068,0.10502609097668981,48.25,10.0,4,2,10
1313,-0.00845132205954818,-0.015383368882530246,0.006932046822982068,0.10894690533794932,13.3167,3.316650000000001,1,1,3
3907,-0.008414269432730322,-0.015346316255712391,0.006932046822982068,0.1073018936466191,34.6667,5.0,4,1,8
36,-0.008363133595324625,-0.015295180418306693,0.006932046822982068,0.10555190069391046,34.8667,10.0,3,2,7
4235,-0.008305202452939461,-0.015237249275921528,0.006932046822982068,0.10869938256779914,21.2667,2.8500000000000014,2,1,5
1393,-0.008287613396896352,-0.01521966021987842,0.006932046822982068,0.10139215425779084,67.0833,20.0,5,4,14
972,-0.008222677155255494,-0.015154723978237562,0.006932046822982068,0.10765887762144882,32.2667,5.0,3,1,7
802,-0.008205837781505763,-0.015137884604487832,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
394,-0.00819423543214572,-0.015126282255127787,0.006932046822982068,0.10490771450722026,38.5333,10.0,4,2,9
670,-0.008182211837341417,-0.015114258660323484,0.006932046822982068,0.09733293955373507,110.5666,23.166649999999997,11,5,24
2811,-0.00815791158674704,-0.015089958409729109,0.006932046822982068,0.10638693188620293,28.1833,8.1833,2,2,6
1534,-0.008150512351564814,-0.015082559174546883,0.006932046822982068,0.071204869611771,173.7666,76.34994999999999,11,7,37
695,-0.008135000742237237,-0.015067047565219305,0.006932046822982068,0.10794356560759312,24.9167,5.0,2,1,5
638,-0.008104352804723425,-0.015036399627705494,0.006932046822982068,0.10484408318400139,36.4667,10.0,4,2,8
2403,-0.008046920533055918,-0.014978967356037985,0.006932046822982068,0.10762048429863957,21.0333,5.0,3,1,5
2692,-0.008046189508389767,-0.014978236331371835,0.006932046822982068,0.11080495447352444,15.3167,0.0,3,0,4
2623,-0.008043482228109217,-0.014975529051091285,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
451,-0.007950243059354562,-0.014882289882336629,0.006932046822982068,0.10805543967798685,18.5167,5.0,2,1,4
31,-0.007942843688355454,-0.014874890511337521,0.006932046822982068,0.10743892261277123,19.6333,5.0,3,1,5
3311,-0.007915564530202302,-0.01484761135318437,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
20689,-0.007899257897895643,-0.01483130472087771,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
1421,-0.00779950091038826,-0.014731547733370327,0.006932046822982068,0.0859376943710789,142.5833,38.1667,14,6,32
2152,-0.007783532377566523,-0.014715579200548591,0.006932046822982068,0.09303103334471403,135.3833,40.0,12,8,28
3238,-0.007679901845983976,-0.014611948668966044,0.006932046822982068,0.10814722125620689,15.4833,3.8832999999999984,2,1,4
744,-0.007660909154539079,-0.014592955977521147,0.006932046822982068,0.10380474596768878,45.0,15.0,3,3,9
4794,-0.00765568312776983,-0.014587729950751898,0.006932046822982068,0.09030763483496362,174.7168,48.99995,14,11,37
4992,-0.0076515118766601045,-0.014583558699642172,0.006932046822982068,0.10806303226996695,23.5333,5.0,2,1,5
1461,-0.007611093929871385,-0.014543140752853453,0.006932046822982068,0.10586936335903634,39.45,6.71665,4,2,9
1464,-0.007546871145018932,-0.014478917968001,0.006932046822982068,0.0920582870609655,147.55,45.0,12,9,31
2374,-0.007510716671939304,-0.014442763494921372,0.006932046822982068,0.10791398940456921,17.4167,5.0,2,1,4
4911,-0.007457525917559151,-0.014389572740541218,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
4847,-0.0074561057454561415,-0.01438815256843821,0.006932046822982068,0.11150277817892876,2.9000000000000004,0.0,2,0,2
1120,-0.007410011305189384,-0.014342058128171452,0.006932046822982068,0.11152017837563957,8.1333,0.0,3,0,3
2745,-0.007381472132699002,-0.01431351895568107,0.006932046822982068,0.09389884662495966,125.8834,40.0,10,8,26
3078,-0.007357230766925327,-0.014289277589907395,0.006932046822982068,0.11144656346426333,8.3833,0.0,1,0,2
3880,-0.007354852015706467,-0.014286898838688535,0.006932046822982068,0.08631416851616242,222.7,70.0,17,14,45
761,-0.00728155174462049,-0.014213598567602558,0.006932046822982068,0.1012008688391278,90.6666,15.0,9,3,20
2409,-0.00724405260286276,-0.014176099425844827,0.006932046822982068,0.08569982081918026,235.0332,61.599900000000005,20,14,51
2610,-0.007241796940919631,-0.014173843763901699,0.006932046822982068,0.11159523393278016,7.15,0.0,1,0,2
3895,-0.007162111675399486,-0.014094158498381554,0.006932046822982068,0.10866325806222742,19.5333,3.433299999999999,2,1,5
581,-0.007154279899070412,-0.01408632672205248,0.006932046822982068,0.10328599829019802,54.7,15.0,4,3,11
1004,-0.007002909167769872,-0.01393495599075194,0.006932046822982068,0.10444162466279006,41.9167,11.916649999999999,3,3,9
2326,-0.006903541952065758,-0.013835588775047826,0.006932046822982068,0.10594029123580044,30.0,10.0,2,2,6
1930,-0.006900835297390087,-0.013832882120372154,0.006932046822982068,0.105330247789595,33.1667,10.0,3,2,7
3550,-0.006894795240693581,-0.013826842063675649,0.006932046822982068,0.11147686354846466,8.15,0.0,1,0,2
2955,-0.006890955603392749,-0.013823002426374817,0.006932046822982068,0.10197031083669987,61.65,15.0,7,3,13
1824,-0.006852251178432105,-0.013784298001414173,0.006932046822982068,0.09448435559571981,114.9333,26.34995,14,6,28
1188,-0.006852013849724724,-0.013784060672706792,0.006932046822982068,0.11039738776440088,26.7001,0.0,3,0,6
9982,-0.00683997713584386,-0.013772023958825928,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
679,-0.0068299689773958965,-0.013762015800377964,0.006932046822982068,0.10191028136527393,54.0,15.0,6,3,12
3160,-0.006821042794371845,-0.013753089617353912,0.006932046822982068,0.10191700964031629,66.5,15.0,7,3,15
3471,-0.006790773131196332,-0.0137228199541784,0.006932046822982068,0.11161841523383456,6.9333,0.0,1,0,2
321,-0.006774220180987251,-0.013706267003969319,0.006932046822982068,0.10184626576002515,58.35,15.0,6,3,13
4976,-0.006732794237466515,-0.013664841060448582,0.006932046822982068,0.10855161949772126,14.666699999999999,4.666649999999999,1,1,3
2442,-0.006730624498541314,-0.013662671321523382,0.006932046822982068,0.10890015790408197,19.4667,2.4499999999999993,2,1,5
199,-0.0067278404478835945,-0.013659887270865662,0.006932046822982068,0.11125686895689278,9.7,0.0,1,0,2
268,-0.006726530063785663,-0.01365857688676773,0.006932046822982068,0.10701582576422741,45.6333,5.0,5,1,10
524,-0.006714295758430847,-0.013646342581412915,0.006932046822982068,0.1001064377112624,75.0,25.0,5,5,15
237,-0.0066888485436685475,-0.013620895366650615,0.006932046822982068,0.11147045735399007,8.2,0.0,1,0,2
3409,-0.0066784705105504385,-0.013610517333532506,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
522,-0.006660345117893118,-0.013592391940875186,0.006932046822982068,0.10799222658609262,24.4,5.0,2,1,5
2829,-0.0066247102970135524,-0.01355675711999562,0.006932046822982068,0.11084058479301656,14.4667,0.0,4,0,5
2,-0.006563188367626008,-0.013495235190608076,0.006932046822982068,0.09787472281426435,99.7333,25.0,10,5,21
602,-0.006484446855505216,-0.013416493678487284,0.006932046822982068,0.094949554826142,105.4333,30.0,11,6,24
4815,-0.006480867500307277,-0.013412914323289345,0.006932046822982068,0.0966532120840495,94.0666,30.0,8,6,20
2866,-0.006453713904751058,-0.013385760727733126,0.006932046822982068,0.1053982318638139,33.65,10.0,3,2,7
1140,-0.0064266052971187855,-0.013358652120100853,0.006932046822982068,0.07467398309681667,234.1333,85.2666,17,13,49
3383,-0.006383715161002391,-0.013315761983984459,0.006932046822982068,0.10380474596768878,45.0,15.0,3,3,9
1320,-0.006369220140853311,-0.013301266963835379,0.006932046822982068,0.1080182759894967,24.1,5.0,2,1,5
335,-0.0063672627937329035,-0.013299309616714971,0.006932046822982068,0.09248359472303391,157.2666,47.2833,11,10,32
3614,-0.006324155668620989,-0.013256202491603057,0.006932046822982068,0.10809973657280554,18.9,5.0,2,1,4
1055,-0.00629720645979747,-0.013229253282779537,0.006932046822982068,0.10813258270785436,19.2,5.0,2,1,4
2304,-0.006293332062925501,-0.013225378885907569,0.006932046822982068,0.10036480222986201,80.8999,17.5833,8,4,18
10976,-0.006283659320105733,-0.013215706143087801,0.006932046822982068,0.1117148420118273,1.8333,0.0,1,0,1
3654,-0.006280147442977513,-0.01321219426595958,0.006932046822982068,0.11062448655550194,50.9501,3.233299999999998,7,0,7
327,-0.0062793656341532,-0.013211412457135268,0.006932046822982068,0.10799222658609262,24.4,5.0,2,1,5
2537,-0.00624978189695228,-0.013181828719934348,0.006932046822982068,0.11080884418585188,12.066699999999999,0.0,3,0,4
1503,-0.006195662057196588,-0.013127708880178656,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
222,-0.006187636680332794,-0.013119683503314862,0.006932046822982068,0.09148673341392928,137.3667,36.96665,15,8,31
4627,-0.006138961117101409,-0.013071007940083477,0.006932046822982068,0.11120921626039311,10.0,0.0,1,0,2
188,-0.006103380880426386,-0.013035427703408453,0.006932046822982068,0.10897969634860591,13.2,3.1999999999999993,1,1,3
1102,-0.006062078697326678,-0.012994125520308746,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
1244,-0.005977260536774376,-0.012909307359756443,0.006932046822982068,0.10380474596768878,45.0,15.0,3,3,9
2939,-0.005962847080680484,-0.012894893903662552,0.006932046822982068,0.09859267988175383,84.3833,25.0,7,5,18
4437,-0.0058462366700171705,-0.012778283492999238,0.006932046822982068,0.10005385062740231,82.3167,16.3333,10,4,18
1409,-0.0058156564035653805,-0.012747703226547448,0.006932046822982068,0.10334603019516687,52.9167,15.0,4,3,11
1805,-0.005801432102098904,-0.012733478925080971,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
5058,-0.00574421928424785,-0.012676266107229918,0.006932046822982068,0.1055283618034533,34.6667,10.0,3,2,7
4143,-0.005725280209427394,-0.012657327032409462,0.006932046822982068,0.10844963629021372,15.0,5.0,1,1,3
5026,-0.005701136535071806,-0.012633183358053874,0.006932046822982068,0.10600059009026352,29.7667,9.76665,2,2,6
765,-0.005641160335191876,-0.012573207158173944,0.006932046822982068,0.10921654990572703,12.3333,2.3333000000000013,1,1,3
3235,-0.005611490158436411,-0.012543536981418479,0.006932046822982068,0.1080374027204365,18.3667,5.0,2,1,4
