row,fold,p_raw,raw_asymmetry,y,fight_id,event_date,fighter_a_id,fighter_b_id,weight_class,odds_a,odds_b,q_mkt,a_n_fights,b_n_fights,p_cal,calibrated,p_blend,blended,side,p_side,q_side,edge,dec_odds,won,stake
6604,2,0.2888615131378174,0.04357755184173584,0,2007,2022-07-23,355,785,Lightweight,300.0,-450.0,0.23404255319148934,8,11,0.28638230699640527,True,0.18878061433997126,True,b,0.8112193856600287,0.7659574468085106,0.04526193885151808,1.2222222222222223,1,0.0
6632,2,0.24278919398784637,0.036517977714538574,0,1983,2022-08-06,2738,1800,Middleweight,325.0,-800.0,0.20930232558139533,23,8,0.24165227582071744,True,0.16125025081025182,True,b,0.8387497491897482,0.7906976744186047,0.04805207477114348,1.125,1,0.0
6674,2,0.3098374009132385,0.10623300075531006,1,1935,2022-09-10,1453,2445,Heavyweight,333.0,-565.0,0.21372671905381732,3,11,0.3067245298500543,True,0.17233915344170797,True,b,0.827660846558292,0.7862732809461827,0.04138756561210932,1.176991150442478,0,0.0
6685,3,0.38200241327285767,0.08513391017913818,1,1918,2022-09-17,1168,5071,Heavyweight,140.0,-180.0,0.39325842696629215,3,7,0.3522727272727273,True,0.35162163698366156,True,b,0.6483783630163384,0.6067415730337078,0.04163678998263065,1.5555555555555556,0,0.0038648541114369105
6688,3,0.40076544880867004,0.13293218612670898,0,1921,2022-09-17,4948,3838,Welterweight,172.0,-230.0,0.34533277521975725,1,9,0.38461538461538464,True,0.3021816463667451,True,b,0.697818353633255,0.6546672247802428,0.0431511288530122,1.434782608695652,1,0.0007001417474352915
6695,3,0.37483400106430054,0.11241579055786133,1,1908,2022-10-01,4346,2683,Catch Weight,150.0,-195.0,0.37699680511182115,1,3,0.3522727272727273,True,0.3335898279378055,True,b,0.6664101720621944,0.6230031948881789,0.04340697717401554,1.5128205128205128,0,0.003977501895868389
6703,3,0.3806259036064148,0.007976651191711426,0,1907,2022-10-01,1269,4379,Lightweight,150.0,-190.0,0.3790849673202614,2,3,0.3522727272727273,True,0.33589569547945264,True,b,0.6641043045205474,0.6209150326797386,0.043189271840808785,1.526315789473684,1,0.006475620777396805
6704,3,0.33964207768440247,0.03040379285812378,1,1913,2022-10-01,856,1793,Bantamweight,235.0,-333.0,0.279616415356301,8,5,0.3333333333333333,True,0.22813334215903444,True,b,0.7718666578409655,0.720383584643699,0.05148307319726653,1.3003003003003002,0,0.0030456571128451163
6706,3,0.4982672333717346,0.003172755241394043,1,1895,2022-10-15,645,3717,Bantamweight,300.0,-455.0,0.23368421052631577,17,1,0.46060606060606063,True,0.19125671082652054,True,b,0.8087432891734795,0.7663157894736843,0.0424274996997952,1.2197802197802199,0,0.0
6707,3,0.3932797312736511,0.08618307113647461,0,1892,2022-10-15,978,2289,Flyweight,175.0,-250.0,0.3373493975903614,7,9,0.38461538461538464,True,0.29352341315951946,True,b,0.7064765868404805,0.6626506024096386,0.04382598443084196,1.4,1,0.0
6708,3,0.3958098888397217,0.03966045379638672,0,1893,2022-10-15,2154,735,Bantamweight,165.0,-225.0,0.35278154681139756,21,10,0.38461538461538464,True,0.31030212264577367,True,b,0.6896978773542264,0.6472184531886025,0.04247942416562389,1.4444444444444444,1,0.0
6711,3,0.3613107204437256,0.03903341293334961,0,1900,2022-10-15,3248,3821,Strawweight,135.0,-180.0,0.3982930298719772,5,1,0.3389830508474576,True,0.355769503424944,True,b,0.644230496575056,0.6017069701280229,0.042523526447033166,1.5555555555555556,1,0.0009613476025392281
6712,3,0.3294842839241028,0.05839204788208008,0,1901,2022-10-15,3659,17,Flyweight,198.0,-305.0,0.3082426364259076,2,1,0.3333333333333333,True,0.2576987246619078,True,b,0.7423012753380922,0.6917573635740923,0.05054391176399986,1.3278688524590163,1,0.0
6714,3,0.4940084218978882,0.048043906688690186,0,1902,2022-10-15,413,3805,Welterweight,475.0,-800.0,0.16363636363636366,3,1,0.46060606060606063,True,0.12354344784541062,True,b,0.8764565521545894,0.8363636363636363,0.04009291579095309,1.125,1,0.0
6716,3,0.39669644832611084,0.0013117790222167969,0,1880,2022-10-22,4242,4117,Lightweight,140.0,-245.0,0.3697749196141479,30,12,0.38461538461538464,True,0.32897289138783997,True,b,0.67102710861216,0.6302250803858521,0.04080202822630785,1.4081632653061225,1,0.0
6725,3,0.3992014527320862,0.017426609992980957,0,1889,2022-10-22,2199,1724,Middleweight,160.0,-225.0,0.3571428571428572,1,2,0.38461538461538464,True,0.3150750348099478,True,b,0.6849249651900522,0.6428571428571428,0.0420678223329094,1.4444444444444444,1,0.0
6729,3,0.24856695532798767,0.06284856796264648,0,1869,2022-10-29,781,1034,Featherweight,-109.0,-135.0,0.47584989782649073,11,9,0.2631578947368421,True,0.43416919316752434,True,b,0.5658308068324757,0.5241501021735093,0.04168070465896634,1.7407407407407407,1,0.0
6735,3,0.4626418352127075,0.028975486755371094,1,1877,2022-10-29,3846,1993,Featherweight,240.0,-357.0,0.2735216662676562,3,5,0.46060606060606063,True,0.23217098322223167,True,b,0.7678290167777684,0.7264783337323437,0.04135068304542466,1.280112044817927,0,0.0
6737,3,0.48348212242126465,0.027861595153808594,0,1879,2022-10-29,4563,4157,Bantamweight,300.0,-455.0,0.23368421052631577,0,1,0.46060606060606063,True,0.19125671082652054,True,b,0.8087432891734795,0.7663157894736843,0.0424274996997952,1.2197802197802199,1,0.0
6740,3,0.4010407626628876,0.03990894556045532,1,1858,2022-11-05,811,2206,Strawweight,180.0,-262.0,0.33041255932822194,8,9,0.38461538461538464,True,0.28603923154576283,True,b,0.7139607684542372,0.6695874406717781,0.04437332778245906,1.381679389312977,0,0.0
6746,3,0.2955441474914551,0.0005501508712768555,0,1866,2022-11-05,3462,1315,Bantamweight,200.0,-270.0,0.3135593220338983,1,3,0.2631578947368421,True,0.2562250224027682,True,b,0.7437749775972318,0.6864406779661016,0.057334299631130126,1.3703703703703702,1,0.01299185427743933
6747,3,0.3906738758087158,0.02245628833770752,0,1867,2022-11-05,862,129,Flyweight,210.0,-280.0,0.30448717948717946,1,1,0.38461538461538464,True,0.25840769946620074,True,b,0.7415923005337992,0.6955128205128205,0.046079480020978725,1.3571428571428572,1,0.00451268550710927
6750,3,0.429965078830719,0.025900721549987793,1,1844,2022-11-12,2749,553,Middleweight,175.0,-715.0,0.2930337078651686,3,13,0.41735537190082644,True,0.24914953358515293,True,b,0.7508504664148471,0.7069662921348314,0.043884174280015675,1.1398601398601398,0,0.0
6757,3,0.32165616750717163,0.02979743480682373,0,1851,2022-11-12,2701,1224,Flyweight,300.0,-450.0,0.23404255319148934,9,3,0.3333333333333333,True,0.18274806525299506,True,b,0.817251934747005,0.7659574468085106,0.05129448793849434,1.2222222222222223,1,0.0
6764,3,0.358343243598938,0.06812930107116699,0,1837,2022-11-19,663,3787,Flyweight,130.0,-180.0,0.4034582132564841,5,1,0.3389830508474576,True,0.3615370990824884,True,b,0.6384629009175116,0.5965417867435159,0.04192111417399569,1.5555555555555556,1,0.0
6768,3,0.3624168634414673,0.038168907165527344,0,1836,2022-11-19,2552,1001,Welterweight,440.0,-1430.0,0.16536964980544747,12,2,0.3389830508474576,True,0.11918839180964438,True,b,0.8808116081903556,0.8346303501945526,0.04618125799580308,1.06993006993007,1,0.0
6775,3,0.44930678606033325,0.07212972640991211,1,1824,2022-12-03,1141,3882,Middleweight,175.0,-260.0,0.33488372093023255,14,6,0.42105263157894735,True,0.29427578935360776,True,b,0.7057242106463922,0.6651162790697674,0.04060793157662479,1.3846153846153846,0,0.0
6783,3,0.40065088868141174,0.07968717813491821,1,1828,2022-12-03,4421,785,Lightweight,220.0,-405.0,0.280399777901166,26,12,0.38461538461538464,True,0.2332511680293436,True,b,0.7667488319706564,0.719600222098834,0.047148609871822345,1.2469135802469136,0,0.0
6784,3,0.37139126658439636,0.11964529752731323,0,1829,2022-12-03,4399,2639,Featherweight,350.0,-625.0,0.2049469964664311,26,5,0.3522727272727273,True,0.1561805373132568,True,b,0.8438194626867432,0.7950530035335689,0.048766459153174346,1.16,1,0.0
6795,3,0.33512353897094727,0.03161048889160156,1,1815,2022-12-10,1918,3557,Middleweight,130.0,-190.0,0.3988995873452545,4,8,0.3333333333333333,True,0.355813555822699,True,b,0.644186444177301,0.6011004126547455,0.043086031522555523,1.526315789473684,0,0.0
6798,3,0.4449566602706909,0.045107245445251465,0,1818,2022-12-10,4256,274,Bantamweight,238.0,-351.0,0.27544003224663793,0,0,0.41735537190082644,True,0.23076354186171313,True,b,0.7692364581382869,0.7245599677533621,0.04467649038492483,1.2849002849002849,1,0.0
6817,3,0.3305090665817261,0.030449867248535156,0,1787,2023-01-14,3499,3465,Bantamweight,550.0,-1050.0,0.14420062695924765,8,3,0.3333333333333333,True,0.10048882666025252,True,b,0.8995111733397475,0.8557993730407524,0.04371180029899513,1.0952380952380953,1,0.0
6827,3,0.30120450258255005,0.02689337730407715,0,1771,2023-01-21,2548,1518,Flyweight,350.0,-660.0,0.2037533512064343,13,21,0.2631578947368421,True,0.14914816126661362,True,b,0.8508518387333863,0.7962466487935657,0.054605189939820664,1.1515151515151516,1,0.0
6833,3,0.3174961805343628,0.08222723007202148,0,1777,2023-01-21,232,4558,Heavyweight,650.0,-1350.0,0.12526997840172785,10,3,0.3333333333333333,True,0.0846020681511718,True,b,0.9153979318488282,0.8747300215982722,0.04066791025055605,1.074074074074074,1,0.0
6837,3,0.28052133321762085,0.05309772491455078,0,1781,2023-01-21,311,2740,Featherweight,390.0,-700.0,0.18912529550827423,2,2,0.2631578947368421,True,0.13594513740351788,True,b,0.8640548625964821,0.8108747044917257,0.0531801581047564,1.1428571428571428,1,0.0
6843,3,0.38921329379081726,0.07802271842956543,1,1761,2023-02-04,2690,1708,Welterweight,250.0,-360.0,0.26744186046511625,1,0,0.38461538461538464,True,0.21993995797903507,True,b,0.7800600420209649,0.7325581395348837,0.047501902486081216,1.2777777777777777,0,0.0
6847,3,0.3313349485397339,0.03544306755065918,0,1766,2023-02-04,2659,4748,Middleweight,164.0,-235.0,0.35063847603098175,2,7,0.3333333333333333,True,0.30280555020739924,True,b,0.6971944497926008,0.6493615239690183,0.04783292582358256,1.425531914893617,1,0.0
6855,3,0.4912016987800598,0.04005539417266846,0,1751,2023-02-11,783,2842,Flyweight,260.0,-400.0,0.25773195876288657,0,1,0.46060606060606063,True,0.21577003790498706,True,b,0.784229962095013,0.7422680412371134,0.041961920857899515,1.25,1,0.0
6856,3,0.4683705270290375,0.0402410626411438,0,1752,2023-02-11,1433,3646,Lightweight,210.0,-333.0,0.2955026274483041,0,6,0.46060606060606063,True,0.2553748025614909,True,b,0.7446251974385091,0.7044973725516959,0.04012782488681321,1.3003003003003002,1,0.0
6858,3,0.31985312700271606,0.029089927673339844,0,1754,2023-02-11,825,3984,Strawweight,255.0,-400.0,0.26041666666666663,4,6,0.3333333333333333,True,0.2087481254050689,True,b,0.7912518745949311,0.7395833333333334,0.0516685412615977,1.25,1,0.0
6866,3,0.3322319984436035,0.05079960823059082,0,1739,2023-02-18,495,4058,Bantamweight,380.0,-552.0,0.19748000969227045,10,7,0.3333333333333333,True,0.1480148419132913,True,b,0.8519851580867087,0.8025199903077296,0.049465167778979136,1.181159420289855,1,0.008735807681335106
6872,3,0.4254736304283142,0.030901432037353516,0,1727,2023-02-25,3822,3513,Lightweight,160.0,-290.0,0.34090909090909094,2,0,0.41735537190082644,True,0.3004912531984112,True,b,0.6995087468015888,0.6590909090909091,0.04041783771067975,1.3448275862068966,1,0.0
6879,3,0.33593305945396423,0.023940622806549072,0,1731,2023-02-25,695,3463,Lightweight,400.0,-950.0,0.1810344827586207,0,5,0.3333333333333333,True,0.13293144353173805,True,b,0.867068556468262,0.8189655172413793,0.04810303922688264,1.1052631578947367,1,0.0
6884,3,0.4152172803878784,0.07918083667755127,1,1710,2023-03-04,2289,5097,Flyweight,450.0,-1200.0,0.16455696202531644,10,14,0.41735537190082644,True,0.1223230919077954,True,b,0.8776769080922046,0.8354430379746836,0.042233870117521,1.0833333333333333,0,0.0
6885,3,0.4056427478790283,0.07588684558868408,0,1711,2023-03-04,3080,245,Welterweight,333.0,-560.0,0.21395228215767634,9,4,0.38461538461538464,True,0.16681647855149334,True,b,0.8331835214485066,0.7860477178423236,0.04713580360618297,1.1785714285714286,1,0.0
6888,3,0.3578502833843231,0.08769208192825317,0,1714,2023-03-04,4408,4633,Bantamweight,140.0,-195.0,0.38663171690694625,5,12,0.3389830508474576,True,0.3428094391296441,True,b,0.6571905608703559,0.6133682830930538,0.04382227777730208,1.5128205128205128,1,0.0
6893,3,0.4584031105041504,0.0074651241302490234,0,1721,2023-03-04,2143,1683,Bantamweight,330.0,-500.0,0.21818181818181814,1,0,0.46060606060606063,True,0.175773770965786,True,b,0.8242262290342139,0.7818181818181819,0.042408047216032085,1.2,1,0.0
6896,3,0.30381935834884644,0.10458111763000488,0,1700,2023-03-11,856,777,Bantamweight,600.0,-1200.0,0.13402061855670103,9,7,0.32142857142857145,True,0.09138489322462837,True,b,0.9086151067753716,0.865979381443299,0.042635725332072605,1.0833333333333333,1,0.0
6901,3,0.5163747072219849,0.12096428871154785,0,1708,2023-03-11,4263,2694,Welterweight,240.0,-400.0,0.26881720430107525,4,3,0.46794871794871795,True,0.22782546015891947,True,b,0.7721745398410805,0.7311827956989247,0.040991744142155784,1.25,1,0.0
6911,3,0.3671170473098755,0.14479565620422363,1,1682,2023-03-18,415,4050,Lightweight,175.0,-262.0,0.33441108545034637,10,7,0.3522727272727273,True,0.2872374521930021,True,b,0.7127625478069979,0.6655889145496536,0.04717363325734425,1.381679389312977,0,0.0
6912,3,0.30425214767456055,0.031099796295166016,1,1684,2023-03-18,697,208,Flyweight,120.0,-190.0,0.4096045197740113,10,4,0.32142857142857145,True,0.366411276789921,True,b,0.633588723210079,0.5903954802259888,0.04319324298409022,1.526315789473684,0,0.0
6915,3,0.39514386653900146,0.03387928009033203,0,1692,2023-03-18,1449,129,Flyweight,255.0,-550.0,0.24975984630163306,5,2,0.38461538461538464,True,0.20204265056360082,True,b,0.7979573494363992,0.7502401536983669,0.047717195738032236,1.1818181818181819,1,0.0
6916,3,0.3552975058555603,0.09390914440155029,0,1683,2023-03-18,3318,3373,Welterweight,300.0,-420.0,0.23636363636363636,16,14,0.3389830508474576,True,0.18542189690774188,True,b,0.8145781030922581,0.7636363636363637,0.05094173945589442,1.2380952380952381,1,0.00895153401993554
6917,3,0.333410382270813,0.021123170852661133,0,1689,2023-03-18,2497,2922,Flyweight,550.0,-1000.0,0.14473684210526316,0,3,0.3333333333333333,True,0.10094697071978544,True,b,0.8990530292802146,0.8552631578947368,0.04378987138547774,1.1,1,0.0
6933,3,0.42727774381637573,0.017972469329833984,0,1662,2023-04-08,1392,1889,Welterweight,195.0,-260.0,0.31943212067435667,16,17,0.41735537190082644,True,0.2772358819229642,True,b,0.7227641180770358,0.6805678793256433,0.042196238751392445,1.3846153846153846,1,0.0004877062693321888
6939,3,0.33460092544555664,0.12703382968902588,0,1665,2023-04-08,3600,1362,Strawweight,121.0,-170.0,0.41815084404522224,12,2,0.3333333333333333,True,0.3773816681003144,True,b,0.6226183318996856,0.5818491559547778,0.04076917594490781,1.5882352941176472,1,0.0
6941,3,0.4146275520324707,0.011330842971801758,1,1670,2023-04-08,3248,2549,Strawweight,200.0,-280.0,0.31147540983606553,6,0,0.41735537190082644,True,0.2687102607544517,True,b,0.7312897392455483,0.6885245901639345,0.042765149081613774,1.3571428571428572,0,0.0
6944,3,0.3617331087589264,0.016989946365356445,0,1668,2023-04-08,572,145,Catch Weight,260.0,-480.0,0.2512998266897747,2,3,0.3389830508474576,True,0.2001169540004101,True,b,0.7998830459995899,0.7487001733102253,0.05118287268936461,1.2083333333333333,1,0.0
6950,3,0.38696467876434326,0.08323824405670166,0,1650,2023-04-15,2215,4756,Lightweight,210.0,-340.0,0.29451137884872824,34,6,0.3522727272727273,True,0.2451123964066244,True,b,0.7548876035933756,0.7054886211512718,0.049398982442103834,1.2941176470588236,1,0.0
6952,3,0.3419833779335022,0.056409239768981934,1,1652,2023-04-15,1629,844,Flyweight,160.0,-211.0,0.3617961842717543,6,8,0.3333333333333333,True,0.3149144193477841,True,b,0.6850855806522159,0.6382038157282457,0.046881764923970226,1.4739336492890995,0,0.005154038957097884
6961,3,0.38224324584007263,0.10218006372451782,1,1635,2023-04-22,858,3081,Middleweight,130.0,-175.0,0.4059040590405904,5,21,0.3522727272727273,True,0.3657575694635522,True,b,0.6342424305364478,0.5940959409594095,0.04014648957703826,1.5714285714285714,0,0.0
6962,3,0.3596213459968567,0.021535754203796387,0,1637,2023-04-22,285,4014,Flyweight,265.0,-445.0,0.2512389074564942,1,1,0.3389830508474576,True,0.2000565284154873,True,b,0.7999434715845127,0.7487610925435058,0.051182379041006976,1.2247191011235956,1,0.0
6963,3,0.29959729313850403,0.03026580810546875,0,1640,2023-04-22,575,497,Bantamweight,400.0,-725.0,0.1853932584269663,19,8,0.2631578947368421,True,0.13262151713346665,True,b,0.8673784828665334,0.8146067415730337,0.05277174129349971,1.1379310344827587,1,0.0
6971,3,0.5089138746261597,0.04224896430969238,0,1624,2023-04-29,1800,973,Middleweight,265.0,-390.0,0.2560752547687484,10,3,0.46060606060606063,True,0.2140628363683791,True,b,0.7859371636316209,0.7439247452312516,0.04201241840036929,1.2564102564102564,1,0.0
6976,3,0.3925014138221741,0.0076503753662109375,1,1631,2023-04-29,1176,302,Bantamweight,250.0,-590.0,0.25045372050816694,0,5,0.38461538461538464,True,0.20273896761474597,True,b,0.797261032385254,0.7495462794918331,0.047714752893420975,1.1694915254237288,0,0.0
6984,3,0.3028627038002014,0.04076266288757324,0,1615,2023-05-06,2826,3703,Featherweight,135.0,-186.0,0.39551929193749136,2,10,0.2631578947368421,True,0.34373476887721316,True,b,0.6562652311227868,0.6044807080625086,0.05178452306027814,1.5376344086021505,1,0.00422964025279253
6996,3,0.4195111393928528,0.07990896701812744,0,1603,2023-05-13,4368,357,Light Heavyweight,320.0,-490.0,0.222809667673716,2,4,0.41735537190082644,True,0.1775556153131337,True,b,0.8224443846868663,0.777190332326284,0.04525405236058233,1.2040816326530612,1,0.0
6998,3,0.32000675797462463,0.005183219909667969,1,1607,2023-05-13,3454,1086,Catch Weight,130.0,-175.0,0.4059040590405904,11,12,0.3333333333333333,True,0.36363539895626246,True,b,0.6363646010437376,0.5940959409594095,0.04226866008432806,1.5714285714285714,0,6.632175695818476e-07
7003,3,0.3192911744117737,0.08364605903625488,0,1591,2023-05-20,2041,3557,Welterweight,175.0,-235.0,0.3414012738853503,5,9,0.3333333333333333,True,0.2928527781373049,True,b,0.7071472218626951,0.6585987261146498,0.04854849574804532,1.425531914893617,1,0.0047357983100071045
7012,3,0.2837161421775818,0.0377277135848999,0,1598,2023-05-20,1368,2840,Flyweight,600.0,-1200.0,0.13402061855670103,3,2,0.2631578947368421,True,0.08886241566751726,True,b,0.9111375843324827,0.865979381443299,0.04515820288918371,1.0833333333333333,1,0.0
7032,3,0.3141852617263794,0.006460785865783691,1,1570,2023-06-10,1209,3874,Flyweight,194.0,-275.0,0.3168567807351077,3,6,0.3333333333333333,True,0.26674151437713045,True,b,0.7332584856228695,0.6831432192648923,0.05011526635797725,1.3636363636363638,0,0.0
7034,3,0.41663503646850586,0.033356666564941406,1,1572,2023-06-10,2332,1468,Featherweight,170.0,-295.0,0.331514897188418,6,1,0.41735537190082644,True,0.29027679761629005,True,b,0.7097232023837099,0.668485102811582,0.04123809957212787,1.3389830508474576,0,0.0
7045,3,0.41028475761413574,0.10495710372924805,0,1561,2023-06-17,3529,3584,Flyweight,180.0,-260.0,0.3308823529411765,1,1,0.41735537190082644,True,0.28959135124568375,True,b,0.7104086487543162,0.6691176470588235,0.04129100169549271,1.3846153846153846,1,0.0
7048,3,0.3747103810310364,0.03866243362426758,0,1558,2023-06-17,3619,3596,Flyweight,220.0,-330.0,0.2893674293405114,2,1,0.3522727272727273,True,0.23978359160358467,True,b,0.7602164083964154,0.7106325706594886,0.04958383773692676,1.303030303030303,1,0.0
7052,3,0.3564140796661377,0.014429330825805664,0,1543,2023-06-24,858,2789,Middleweight,150.0,-230.0,0.3646408839779005,6,11,0.3389830508474576,True,0.3186148135715958,True,b,0.6813851864284042,0.6353591160220995,0.04602607040630469,1.434782608695652,1,0.0
7064,3,0.38632309436798096,0.06438577175140381,0,1529,2023-07-01,3728,2658,Welterweight,200.0,-270.0,0.3135593220338983,14,2,0.3522727272727273,True,0.2650527001849334,True,b,0.7349472998150666,0.6864406779661016,0.048506621848964926,1.3703703703703702,1,0.004826252328936526
7067,3,0.36932510137557983,0.017663121223449707,0,1535,2023-07-01,3480,3698,Featherweight,140.0,-200.0,0.38461538461538464,8,7,0.3522727272727273,True,0.3420165527202165,True,b,0.6579834472797834,0.6153846153846154,0.042598831895168,1.5,1,0.0
7072,3,0.3656010329723358,0.02649599313735962,0,1533,2023-07-01,3043,180,Welterweight,170.0,-220.0,0.35010940919037203,18,2,0.3389830508474576,True,0.3028156505872481,True,b,0.6971843494127519,0.649890590809628,0.0472937586031239,1.4545454545454546,1,0.007747479530201497
7074,3,0.517887532711029,0.08707165718078613,1,1516,2023-07-08,1534,1970,Middleweight,260.0,-375.0,0.2602739726027397,5,19,0.46794871794871795,True,0.218944103302091,True,b,0.781055896697909,0.7397260273972603,0.041329869300648636,1.2666666666666666,0,0.0
7076,3,0.4279215335845947,0.07330560684204102,0,1514,2023-07-08,1951,1106,Featherweight,285.0,-425.0,0.24291497975708504,13,13,0.41735537190082644,True,0.19754489765469352,True,b,0.8024551023453065,0.7570850202429149,0.04537008210239157,1.2352941176470589,1,0.0
7077,3,0.35047486424446106,0.017930328845977783,0,1520,2023-07-08,679,17,Catch Weight,550.0,-2000.0,0.1390728476821192,0,3,0.3389830508474576,True,0.09636978033199743,True,b,0.9036302196680026,0.8609271523178808,0.04270306735012186,1.05,1,0.0
7084,3,0.37778156995773315,0.007134079933166504,1,1515,2023-07-08,3958,3403,Flyweight,160.0,-200.0,0.36585365853658536,12,14,0.3522727272727273,True,0.32133479467961035,True,b,0.6786652053203897,0.6341463414634146,0.04451886385697501,1.5,0,0.00899890399029224
7086,3,0.3280385732650757,0.03972959518432617,0,1502,2023-07-15,324,1001,Welterweight,400.0,-700.0,0.186046511627907,0,4,0.3333333333333333,True,0.13749104395709097,True,b,0.862508956042909,0.813953488372093,0.04855546767081598,1.1428571428571428,1,0.0
7094,3,0.42609894275665283,0.03636670112609863,0,1510,2023-07-15,168,896,Lightweight,240.0,-333.0,0.27664196268847435,2,2,0.41735537190082644,True,0.23201066305648305,True,b,0.7679893369435169,0.7233580373115256,0.044631299631991306,1.3003003003003002,1,0.0
7097,3,0.339618444442749,0.05590939521789551,0,1513,2023-07-15,4552,3358,Bantamweight,180.0,-275.0,0.3275109170305677,8,1,0.3333333333333333,True,0.27801434425856436,True,b,0.7219856557414357,0.6724890829694323,0.04949657277200337,1.3636363636363638,1,0.0
7098,3,0.423112690448761,0.02794349193572998,0,1486,2023-07-22,3156,2691,Heavyweight,350.0,-590.0,0.2062780269058296,17,6,0.41735537190082644,True,0.16145769036683447,True,b,0.8385423096331656,0.7937219730941704,0.0448203365389952,1.1694915254237288,1,0.0
7100,3,0.4033992290496826,0.03022456169128418,0,1488,2023-07-22,692,2806,Featherweight,164.0,-240.0,0.34921939194741164,19,8,0.38461538461538464,True,0.3064137659602808,True,b,0.6935862340397192,0.6507806080525884,0.04280562598713078,1.4166666666666667,1,0.0
7102,3,0.3049696683883667,0.022874116897583008,0,1490,2023-07-22,1844,1829,Lightweight,120.0,-185.0,0.41184971098265893,6,5,0.32142857142857145,True,0.36892579454935576,True,b,0.6310742054506442,0.5881502890173411,0.042923916433303066,1.5405405405405406,1,0.0
7124,3,0.4024777412414551,0.008090019226074219,1,1468,2023-08-05,4061,145,Lightweight,175.0,-250.0,0.3373493975903614,6,4,0.38461538461538464,True,0.29352341315951946,True,b,0.7064765868404805,0.6626506024096386,0.04382598443084196,1.4,0,0.0
7126,3,0.3784814774990082,0.24843978881835938,0,1464,2023-08-05,1518,2250,Strawweight,290.0,-400.0,0.24271844660194172,24,6,0.3522727272727273,True,0.19263802937038219,True,b,0.8073619706296178,0.7572815533980582,0.05008041723155954,1.25,1,0.009202463287022233
7137,3,0.4256562888622284,0.044834911823272705,0,1455,2023-08-12,4692,1945,Middleweight,250.0,-360.0,0.26744186046511625,7,3,0.41735537190082644,True,0.22249910223093297,True,b,0.7775008977690671,0.7325581395348837,0.044942758234183366,1.2777777777777777,1,0.0
7139,3,0.4494544565677643,0.04288870096206665,1,1451,2023-08-12,2154,1674,Featherweight,175.0,-320.0,0.32307692307692304,22,9,0.42105263157894735,True,0.28149238689385225,True,b,0.7185076131061477,0.676923076923077,0.041584536183070786,1.3125,0,0.0
7141,3,0.26011839509010315,0.08561992645263672,0,1457,2023-08-12,4762,3074,Lightweight,210.0,-351.0,0.293028393216815,2,6,0.2631578947368421,True,0.23523233641378583,True,b,0.7647676635862142,0.706971606783185,0.05779605680302913,1.2849002849002849,1,0.0
7143,3,0.3607670068740845,0.0222475528717041,0,1459,2023-08-12,4188,3687,Heavyweight,164.0,-225.0,0.3536452665941241,5,3,0.3389830508474576,True,0.3066455222737861,True,b,0.693354477726214,0.6463547334058759,0.046999744320338044,1.4444444444444444,1,0.0008505131525488076
7148,3,0.3456520438194275,0.025180459022521973,0,1456,2023-08-12,2719,4586,Bantamweight,260.0,-450.0,0.2534562211981567,3,1,0.3333333333333333,True,0.20181378454977952,True,b,0.7981862154502205,0.7465437788018433,0.0516424366483772,1.2222222222222223,1,0.0
7149,3,0.4457516074180603,0.009228825569152832,0,1439,2023-08-19,811,82,Strawweight,250.0,-350.0,0.26865671641791045,9,9,0.41735537190082644,True,0.2237505059457347,True,b,0.7762494940542652,0.7313432835820896,0.04490621047217569,1.2857142857142856,1,0.0
7150,3,0.44424349069595337,0.1630568504333496,1,1438,2023-08-19,252,1738,Bantamweight,190.0,-275.0,0.3198294243070363,10,18,0.41735537190082644,True,0.2776629053405064,True,b,0.7223370946594936,0.6801705756929637,0.0421665189665299,1.3636363636363638,0,0.0
7152,3,0.3352615237236023,0.049744486808776855,0,1441,2023-08-19,2143,777,Bantamweight,170.0,-230.0,0.34700315457413244,4,8,0.3333333333333333,True,0.29888069788714194,True,b,0.7011193021128581,0.6529968454258676,0.048122456686990556,1.434782608695652,1,0.0034234242431079036
7155,3,0.2921393811702728,0.05136364698410034,0,1444,2023-08-19,2659,1733,Middleweight,250.0,-400.0,0.26315789473684204,3,6,0.2631578947368421,True,0.20544519024182226,True,b,0.7945548097581777,0.736842105263158,0.05771270449501975,1.25,1,0.0
7156,3,0.2541673183441162,0.024299263954162598,1,1445,2023-08-19,2751,3497,Lightweight,135.0,-188.0,0.39462866538777747,4,7,0.2631578947368421,True,0.34275529497367363,True,b,0.6572447050263264,0.6053713346122225,0.05187337041410389,1.5319148936170213,0,0.003216187618954979
7158,3,0.34290018677711487,0.056556880474090576,0,1447,2023-08-19,1227,4822,Middleweight,185.0,-250.0,0.32941176470588235,18,4,0.3333333333333333,True,0.2800356182006819,True,b,0.7199643817993181,0.6705882352941177,0.04937614650520039,1.4,1,0.004968834074403281
7160,3,0.34454527497291565,0.05420643091201782,0,1448,2023-08-19,3467,2840,Flyweight,250.0,-351.0,0.2685323012801429,10,3,0.3333333333333333,True,0.21689676496305194,True,b,0.783103235036948,0.7314676987198572,0.051635536317090835,1.2849002849002849,1,0.005448897504158854
