row,fold,p_raw,raw_asymmetry,y,fight_id,event_date,fighter_a_id,fighter_b_id,weight_class,odds_a,odds_b,q_mkt,a_n_fights,b_n_fights,p_cal,calibrated,p_blend,blended,side,p_side,q_side,edge,dec_odds,won,stake
6512,2,0.25815218687057495,0.019402742385864258,0,2104,2022-05-21,3345,3321,Middleweight,165.0,-225.0,0.35278154681139756,2,1,0.25657770498275495,True,0.2981496067284373,True,b,0.7018503932715627,0.6472184531886025,0.05463194008296024,1.4444444444444444,1,0.007753444533144714
6519,2,0.3072614371776581,0.04331439733505249,0,2086,2022-06-04,123,4085,Featherweight,300.0,-455.0,0.23368421052631577,11,5,0.30422685138097766,True,0.19050309547967706,True,b,0.809496904520323,0.7663157894736843,0.043181115046638685,1.2197802197802199,1,0.0
6523,2,0.3499259948730469,0.03829991817474365,0,2096,2022-06-04,663,2886,Flyweight,150.0,-200.0,0.375,4,2,0.345586927790543,True,0.33490230260896436,True,b,0.6650976973910356,0.625,0.040097697391035636,1.5,1,0.0
6539,2,0.3095402121543884,0.015027999877929688,0,2062,2022-06-18,4115,1889,Welterweight,250.0,-400.0,0.26315789473684204,24,14,0.3064363782871772,True,0.21850335047390926,True,b,0.7814966495260908,0.736842105263158,0.044654544262932805,1.25,1,0.0
6541,2,0.33076345920562744,0.03137350082397461,0,2064,2022-06-18,2987,3004,Lightweight,160.0,-230.0,0.3556034482758621,1,4,0.32701158376165584,True,0.3122822001764093,True,b,0.6877177998235907,0.6443965517241379,0.043321248099452814,1.434782608695652,1,0.0
6546,2,0.7640781402587891,0.008837342262268066,1,2069,2022-06-18,222,4377,Featherweight,-335.0,240.0,0.7236340533672173,9,3,0.7523587047649272,True,0.7646816168432299,True,a,0.7646816168432299,0.7236340533672173,0.04104756347601257,1.2985074626865671,1,0.0
6549,2,0.29355233907699585,0.10491108894348145,0,2072,2022-06-18,1785,3668,Middleweight,210.0,-280.0,0.30448717948717946,4,4,0.29093227502083446,True,0.25616912566132666,True,b,0.7438308743386733,0.6955128205128205,0.04831805382585286,1.3571428571428572,1,0.006639330621739724
6570,2,0.781935453414917,0.01395261287689209,1,2047,2022-07-02,2636,4402,Flyweight,-350.0,240.0,0.7256097560975611,7,15,0.7703876642224569,True,0.7693582445144471,True,a,0.7693582445144471,0.7256097560975611,0.043748488416886055,1.2857142857142856,1,0.0
6571,2,0.3486803472042084,0.030645370483398438,0,2043,2022-07-02,3250,2795,Welterweight,145.0,-190.0,0.3838517538054269,37,39,0.3443794396571053,True,0.343821515926727,True,b,0.656178484073273,0.6161482461945731,0.04003023787869986,1.526315789473684,1,0.0007294009531228539
6573,2,0.34057921171188354,0.134857177734375,0,2045,2022-07-02,3081,1534,Middleweight,130.0,-190.0,0.3988995873452545,20,2,0.3365265706056177,True,0.3581272314200305,True,b,0.6418727685799694,0.6011004126547455,0.04077235592522399,1.526315789473684,1,0.0
6575,2,0.3035326600074768,0.13843798637390137,0,2027,2022-07-09,1724,973,Middleweight,130.0,-270.0,0.37336024217961655,1,1,0.3006111933311603,True,0.3261270905164375,True,b,0.6738729094835625,0.6266397578203835,0.047233151663178985,1.3703703703703702,1,0.0
